gml_id,ust_katego,alt_katego,ad,geojson
bursa_dinitesis.1261,DİNİ TESİSLER,CAMİ,ÇAYLICA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.410053075,40.019428269]}"
bursa_dinitesis.1262,DİNİ TESİSLER,CAMİ,ESKİKARACAKAYA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.667282124,39.955635658]}"
bursa_dinitesis.1263,DİNİ TESİSLER,CAMİ,GÜNEY KESTANE KY.CAMİ,"{""type"":""Point"",""coordinates"":[29.723186661,39.943945621]}"
bursa_dinitesis.1264,DİNİ TESİSLER,CAMİ,HAMZABEY MH.AŞĞ.CAMİ,"{""type"":""Point"",""coordinates"":[29.526179665,40.13486204]}"
bursa_dinitesis.1265,DİNİ TESİSLER,CAMİ,HASANPAŞA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.597348913,40.058659303]}"
bursa_dinitesis.1266,DİNİ TESİSLER,CAMİ,HÜDAİ CAMİ,"{""type"":""Point"",""coordinates"":[29.520368207,40.111665607]}"
bursa_dinitesis.1267,DİNİ TESİSLER,CAMİ,İSAÖREN MH.AŞĞ.CAMİ,"{""type"":""Point"",""coordinates"":[29.506898818,40.03736666]}"
bursa_dinitesis.1268,DİNİ TESİSLER,CAMİ,AKHİSAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.47566296,40.112771771]}"
bursa_dinitesis.1269,DİNİ TESİSLER,CAMİ,KIRAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.364262797,40.060121619]}"
bursa_dinitesis.1270,DİNİ TESİSLER,CAMİ,MESUDİYE MH. YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.534970749,40.083729374]}"
bursa_dinitesis.1271,DİNİ TESİSLER,CAMİ,ORTAKÖY MH.MERKEZ.CAMİ,"{""type"":""Point"",""coordinates"":[29.568209729,40.025616573]}"
bursa_dinitesis.1272,DİNİ TESİSLER,CAMİ,SANAYİ CAMİ,"{""type"":""Point"",""coordinates"":[29.520261972,40.075546798]}"
bursa_dinitesis.1273,DİNİ TESİSLER,CAMİ,SULTANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.713106315,39.97546869]}"
bursa_dinitesis.1274,DİNİ TESİSLER,CAMİ,ŞİPALİ MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.558707055,40.091622352]}"
bursa_dinitesis.1275,DİNİ TESİSLER,CAMİ,TÜFEKÇİKONAK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.672579639,39.9431234]}"
bursa_dinitesis.1276,DİNİ TESİSLER,CAMİ,GEYNİK MH.KÖKEZCAMİ,"{""type"":""Point"",""coordinates"":[28.79809969,39.694536945]}"
bursa_dinitesis.1277,DİNİ TESİSLER,CAMİ,İSMETİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.928933543,39.804272809]}"
bursa_dinitesis.1278,DİNİ TESİSLER,CAMİ,KAYAPA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.949656271,39.768977465]}"
bursa_dinitesis.1279,DİNİ TESİSLER,CAMİ,KUŞLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.85455826,39.726015135]}"
bursa_dinitesis.1280,DİNİ TESİSLER,CAMİ,OSMANLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.79892308,39.656760043]}"
bursa_dinitesis.1281,DİNİ TESİSLER,CAMİ,İMAM-HATİP LİSESİ AMİNE SULTAN CAMİ,"{""type"":""Point"",""coordinates"":[29.156707556,40.43625852]}"
bursa_dinitesis.1282,DİNİ TESİSLER,CAMİ,UMURBEY MH.SANAYİ CAMİ,"{""type"":""Point"",""coordinates"":[29.172250626,40.423141382]}"
bursa_dinitesis.1283,DİNİ TESİSLER,CAMİ,ADAKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.21848889,40.2302909]}"
bursa_dinitesis.1284,DİNİ TESİSLER,CAMİ,DIŞKAYAKÖYÜ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.243650325,40.285946154]}"
bursa_dinitesis.1285,DİNİ TESİSLER,CAMİ,HALİL İBRAHİM CAMİ,"{""type"":""Point"",""coordinates"":[29.179944752,40.209039592]}"
bursa_dinitesis.1286,DİNİ TESİSLER,CAMİ,KAZIKLIKÖYÜ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.159738382,40.258531974]}"
bursa_dinitesis.1287,DİNİ TESİSLER,CAMİ,ORTA CAMİ,"{""type"":""Point"",""coordinates"":[29.195070887,40.216793398]}"
bursa_dinitesis.1288,DİNİ TESİSLER,CAMİ,AKPINAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.116658016,39.63621911]}"
bursa_dinitesis.1289,DİNİ TESİSLER,CAMİ,BALLISARAY MH. YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.206571711,39.682416324]}"
bursa_dinitesis.1290,DİNİ TESİSLER,CAMİ,ÇATALSÖĞÜT MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.166306794,39.755509987]}"
bursa_dinitesis.1291,DİNİ TESİSLER,CAMİ,DEDEBALİ MH.MARAŞATLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.068112439,39.663071132]}"
bursa_dinitesis.1292,DİNİ TESİSLER,CAMİ,BİLAL MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.584388051,40.068782876]}"
bursa_dinitesis.1293,DİNİ TESİSLER,CAMİ,ÇAYYAKA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.472343608,40.002775346]}"
bursa_dinitesis.1294,DİNİ TESİSLER,CAMİ,ÇİFTLİK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.371011688,40.081883936]}"
bursa_dinitesis.1295,DİNİ TESİSLER,CAMİ,ÇİTLİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.63259633,40.03058917]}"
bursa_dinitesis.1296,DİNİ TESİSLER,CAMİ,DÖMEZ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.615531729,40.11151666]}"
bursa_dinitesis.1297,DİNİ TESİSLER,CAMİ,ESENKÖY MH.ÇUKURFINDIKLI CAMİ,"{""type"":""Point"",""coordinates"":[29.372461277,40.092587452]}"
bursa_dinitesis.1298,DİNİ TESİSLER,CAMİ,FEVZİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.373272912,40.028266437]}"
bursa_dinitesis.1299,DİNİ TESİSLER,CAMİ,GÜLBAHÇE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.439948773,40.021188937]}"
bursa_dinitesis.1300,DİNİ TESİSLER,CAMİ,HACI HAFIZ CAMİ,"{""type"":""Point"",""coordinates"":[29.509746859,40.078844997]}"
bursa_dinitesis.1301,DİNİ TESİSLER,CAMİ,MEZİT MH.YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.714889733,39.924025868]}"
bursa_dinitesis.1302,DİNİ TESİSLER,CAMİ,ORGANİZE SANAYİ BÖLGESİ CAMİ,"{""type"":""Point"",""coordinates"":[29.49382631,40.100394084]}"
bursa_dinitesis.1303,DİNİ TESİSLER,CAMİ,OSMANİYE MH. MEVLANA CAMİ,"{""type"":""Point"",""coordinates"":[29.508325747,40.085638355]}"
bursa_dinitesis.1304,DİNİ TESİSLER,CAMİ,PAŞAÖREN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.412984063,40.033588425]}"
bursa_dinitesis.1305,DİNİ TESİSLER,CAMİ,SERHAT CAMİ,"{""type"":""Point"",""coordinates"":[29.503204032,40.081156133]}"
bursa_dinitesis.1306,DİNİ TESİSLER,CAMİ,SOMUNCU BABA CAMİ,"{""type"":""Point"",""coordinates"":[29.525172874,40.083892618]}"
bursa_dinitesis.1307,DİNİ TESİSLER,CAMİ,SUYOLU CAMİ,"{""type"":""Point"",""coordinates"":[29.51370577,40.070148681]}"
bursa_dinitesis.1308,DİNİ TESİSLER,CAMİ,TABAKOĞLU CAMİ,"{""type"":""Point"",""coordinates"":[29.499026192,40.088805135]}"
bursa_dinitesis.1309,DİNİ TESİSLER,CAMİ,TERMİNAL CAMİ,"{""type"":""Point"",""coordinates"":[29.509381734,40.087698508]}"
bursa_dinitesis.1310,DİNİ TESİSLER,CAMİ,TUZLA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.413960204,40.011365614]}"
bursa_dinitesis.1311,DİNİ TESİSLER,CAMİ,HACI OSMAN MH.KIRKHARMAN CAMİ,"{""type"":""Point"",""coordinates"":[29.76124291,40.589676625]}"
bursa_dinitesis.1312,DİNİ TESİSLER,CAMİ,İHSANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.834137844,40.459351816]}"
bursa_dinitesis.1313,DİNİ TESİSLER,CAMİ,KAYNARCA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.824570519,40.416008184]}"
bursa_dinitesis.1314,DİNİ TESİSLER,CAMİ,MECİDİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.699290971,40.578148516]}"
bursa_dinitesis.1315,DİNİ TESİSLER,CAMİ,ŞEREFİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.758511585,40.388836442]}"
bursa_dinitesis.1316,DİNİ TESİSLER,CAMİ,YAKUPÇELEBİ CAMİ,"{""type"":""Point"",""coordinates"":[29.723494324,40.426769627]}"
bursa_dinitesis.1317,DİNİ TESİSLER,CAMİ,AKHİSAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.18543393,40.161025968]}"
bursa_dinitesis.1318,DİNİ TESİSLER,CAMİ,BAYRAMDERE MH.YENİKÖY H.NECATİ EROL CAMİ,"{""type"":""Point"",""coordinates"":[28.380503147,40.396222477]}"
bursa_dinitesis.1319,DİNİ TESİSLER,CAMİ,ÇARIKKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.413695135,40.283191131]}"
bursa_dinitesis.1320,DİNİ TESİSLER,CAMİ,KÜÇÜKKARAAĞAÇ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.260851063,40.178448222]}"
bursa_dinitesis.1321,DİNİ TESİSLER,CAMİ,PAZARYERİ ÖKTEMLER CAMİ,"{""type"":""Point"",""coordinates"":[28.361432936,40.214896879]}"
bursa_dinitesis.1322,DİNİ TESİSLER,CAMİ,SEYRAN MH.1.CAMİ,"{""type"":""Point"",""coordinates"":[28.473399872,40.264639775]}"
bursa_dinitesis.1323,DİNİ TESİSLER,CAMİ,BAHÇELİEVLER CAMİ,"{""type"":""Point"",""coordinates"":[28.406502503,40.040632801]}"
bursa_dinitesis.1324,DİNİ TESİSLER,CAMİ,HAMİDİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.430396516,39.977896288]}"
bursa_dinitesis.1325,DİNİ TESİSLER,CAMİ,ESKİBALÇIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.60292153,39.917628421]}"
bursa_dinitesis.1326,DİNİ TESİSLER,CAMİ,DEMİRLER MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.837152056,39.647732205]}"
bursa_dinitesis.1327,DİNİ TESİSLER,CAMİ,BALABANCIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.812707969,40.267368272]}"
bursa_dinitesis.1328,DİNİ TESİSLER,CAMİ,DEDEKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.849889386,40.296008545]}"
bursa_dinitesis.1329,DİNİ TESİSLER,CAMİ,GÖYNÜKLÜ MH.ÜÇER CAMİ,"{""type"":""Point"",""coordinates"":[28.94207152,40.321442499]}"
bursa_dinitesis.1330,DİNİ TESİSLER,CAMİ,HASANBEY CAMİ,"{""type"":""Point"",""coordinates"":[28.882348385,40.376030882]}"
bursa_dinitesis.1331,DİNİ TESİSLER,CAMİ,MİRZAOBA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.788578595,40.336063709]}"
bursa_dinitesis.1332,DİNİ TESİSLER,CAMİ,YALIÇİFTLİK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.717338203,40.355365928]}"
bursa_dinitesis.1333,DİNİ TESİSLER,CAMİ,YUNUS EMRE CAMİ,"{""type"":""Point"",""coordinates"":[28.360627947,40.204071406]}"
bursa_dinitesis.1334,DİNİ TESİSLER,CAMİ,BASAK MH.ORTA CAMİ,"{""type"":""Point"",""coordinates"":[29.237912652,39.779575264]}"
bursa_dinitesis.1335,DİNİ TESİSLER,CAMİ,DAVUTLAR MH.ÇAYLAR CAMİ,"{""type"":""Point"",""coordinates"":[29.287745409,39.807676748]}"
bursa_dinitesis.1336,DİNİ TESİSLER,CAMİ,GELEMİÇ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.276254433,39.892066254]}"
bursa_dinitesis.1337,DİNİ TESİSLER,CAMİ,KARARDIÇ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.249968747,39.803534575]}"
bursa_dinitesis.1338,DİNİ TESİSLER,CAMİ,SORGUN MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.319586797,39.883706116]}"
bursa_dinitesis.1339,DİNİ TESİSLER,CAMİ,ALAÇAM MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.291487847,40.127767178]}"
bursa_dinitesis.1340,DİNİ TESİSLER,CAMİ,FATİH CAMİ,"{""type"":""Point"",""coordinates"":[29.218331704,40.197555369]}"
bursa_dinitesis.1341,DİNİ TESİSLER,CAMİ,İLÇE MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[28.410484778,40.036208971]}"
bursa_dinitesis.1342,DİNİ TESİSLER,CAMİ,BAĞLARBAŞI MH. FATİH CAMİ,"{""type"":""Point"",""coordinates"":[28.991502331,40.237568098]}"
bursa_dinitesis.1343,DİNİ TESİSLER,CAMİ,HACI İLYAS CAMİ,"{""type"":""Point"",""coordinates"":[29.069908654,40.192319454]}"
bursa_dinitesis.1344,DİNİ TESİSLER,CAMİ,HACI ZEYNEP CAMİ,"{""type"":""Point"",""coordinates"":[29.055922976,40.204581449]}"
bursa_dinitesis.1345,DİNİ TESİSLER,CAMİ,HAYRETTİNPAŞA CAMİ,"{""type"":""Point"",""coordinates"":[29.067169016,40.186112052]}"
bursa_dinitesis.1346,DİNİ TESİSLER,CAMİ,HÜDAVENDİGAR MH. LAMİ ÇELEBİ CAMİ,"{""type"":""Point"",""coordinates"":[29.023635087,40.202751109]}"
bursa_dinitesis.1347,DİNİ TESİSLER,CAMİ,İSABEYFENARİ CAMİ,"{""type"":""Point"",""coordinates"":[29.05110356,40.187418975]}"
bursa_dinitesis.1348,DİNİ TESİSLER,CAMİ,K. BALIKLI MH. H. MUSTAFA AĞA CAMİ,"{""type"":""Point"",""coordinates"":[29.068577564,40.218450132]}"
bursa_dinitesis.1349,DİNİ TESİSLER,CAMİ,KESTANELİK MEYDAN CAMİ,"{""type"":""Point"",""coordinates"":[29.052671884,40.179266812]}"
bursa_dinitesis.1350,DİNİ TESİSLER,CAMİ,KUBA CAMİ,"{""type"":""Point"",""coordinates"":[28.998251127,40.242632071]}"
bursa_dinitesis.1351,DİNİ TESİSLER,CAMİ,MECNUNDEDE CAMİ,"{""type"":""Point"",""coordinates"":[29.060200575,40.18427554]}"
bursa_dinitesis.1352,DİNİ TESİSLER,CAMİ,NALBANTOĞLU CAMİ,"{""type"":""Point"",""coordinates"":[29.064280439,40.183357165]}"
bursa_dinitesis.1353,DİNİ TESİSLER,CAMİ,BAŞARAN CAMİ,"{""type"":""Point"",""coordinates"":[29.073436084,40.209658389]}"
bursa_dinitesis.1354,DİNİ TESİSLER,CAMİ,ÇAYBAŞI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.083156989,40.044332309]}"
bursa_dinitesis.1355,DİNİ TESİSLER,CAMİ,ÇIRAĞBEY CAMİ,"{""type"":""Point"",""coordinates"":[29.056384563,40.1848882]}"
bursa_dinitesis.1356,DİNİ TESİSLER,CAMİ,DEMİRKAPI MH. DEMİRKAPI CAMİ,"{""type"":""Point"",""coordinates"":[29.043965495,40.187793037]}"
bursa_dinitesis.1357,DİNİ TESİSLER,CAMİ,DEMİRTAŞ SAKARYA CAMİ,"{""type"":""Point"",""coordinates"":[29.084205207,40.274046216]}"
bursa_dinitesis.1358,DİNİ TESİSLER,CAMİ,DOBURCA MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.003650543,40.187557951]}"
bursa_dinitesis.1359,DİNİ TESİSLER,CAMİ,EBUİSHAK MH. HATİCE İSFENDİYAR CAMİ,"{""type"":""Point"",""coordinates"":[29.075439998,40.186677934]}"
bursa_dinitesis.1360,DİNİ TESİSLER,CAMİ,EMEK ADNAN MENDERES YENİBAĞLAR CAMİ,"{""type"":""Point"",""coordinates"":[28.966504774,40.25693665]}"
bursa_dinitesis.1361,DİNİ TESİSLER,CAMİ,ARİFAN CAMİ,"{""type"":""Point"",""coordinates"":[28.965004512,40.249149944]}"
bursa_dinitesis.1362,DİNİ TESİSLER,CAMİ,GENÇOSMAN CAMİ,"{""type"":""Point"",""coordinates"":[29.059805428,40.202799689]}"
bursa_dinitesis.1363,DİNİ TESİSLER,CAMİ,GÜNEYBUDAKLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.160538588,40.0105888]}"
bursa_dinitesis.1364,DİNİ TESİSLER,CAMİ,SÜMBÜLLÜK CAMİ,"{""type"":""Point"",""coordinates"":[29.657637895,40.261889055]}"
bursa_dinitesis.1365,DİNİ TESİSLER,CAMİ,VEYSEL KARANİ CAMİ,"{""type"":""Point"",""coordinates"":[29.656759896,40.267683084]}"
bursa_dinitesis.1366,DİNİ TESİSLER,CAMİ,KOYUNHİSAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.488202052,40.260128509]}"
bursa_dinitesis.1367,DİNİ TESİSLER,CAMİ,MUSTAFA TARHAN CAMİ,"{""type"":""Point"",""coordinates"":[29.649805102,40.281945653]}"
bursa_dinitesis.1368,DİNİ TESİSLER,CAMİ,OVAAKÇA HZ. ÖMER CAMİ,"{""type"":""Point"",""coordinates"":[29.058742692,40.305357475]}"
bursa_dinitesis.1369,DİNİ TESİSLER,CAMİ,PANAYIR MH. PARSELLER CAMİ,"{""type"":""Point"",""coordinates"":[29.073964272,40.252379005]}"
bursa_dinitesis.1370,DİNİ TESİSLER,CAMİ,DUTLUCA MH.KOYAK CAMİ,"{""type"":""Point"",""coordinates"":[29.050667005,39.674644909]}"
bursa_dinitesis.1371,DİNİ TESİSLER,CAMİ,ÇİTLİ MH.AKKOYUNLU DİNLENME TESİSİ MESCİDİ,"{""type"":""Point"",""coordinates"":[29.630526596,40.024074964]}"
bursa_dinitesis.1372,DİNİ TESİSLER,CAMİ,KURŞUNLU MH.BELEDİYE CAMİ,"{""type"":""Point"",""coordinates"":[29.66248965,40.035646616]}"
bursa_dinitesis.1373,DİNİ TESİSLER,CAMİ,YENİCE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.908057493,39.762292726]}"
bursa_dinitesis.1374,DİNİ TESİSLER,CAMİ,ZAFER CAMİ,"{""type"":""Point"",""coordinates"":[29.191457773,40.220609643]}"
bursa_dinitesis.1375,DİNİ TESİSLER,CAMİ,CERRAH MH.SULTAN MURAT CAMİ,"{""type"":""Point"",""coordinates"":[29.477785804,40.098208601]}"
bursa_dinitesis.1376,DİNİ TESİSLER,CAMİ,HAMZABEY MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.527079512,40.137967115]}"
bursa_dinitesis.1377,DİNİ TESİSLER,CAMİ,SÜLÜKLÜGÖL MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.693429855,40.09015011]}"
bursa_dinitesis.1378,DİNİ TESİSLER,CAMİ,OSMANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.735680796,40.598190865]}"
bursa_dinitesis.1379,DİNİ TESİSLER,CAMİ,ORTASARIBEY MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.234304322,40.141834045]}"
bursa_dinitesis.1380,DİNİ TESİSLER,CAMİ,SELÇUKHATUN CAMİ,"{""type"":""Point"",""coordinates"":[29.070351893,40.183300737]}"
bursa_dinitesis.1381,DİNİ TESİSLER,CAMİ,SİVASLIOĞLU CAMİ,"{""type"":""Point"",""coordinates"":[29.019296975,40.2099306]}"
bursa_dinitesis.1382,DİNİ TESİSLER,CAMİ,SÜLEYMANİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.060398132,40.137290719]}"
bursa_dinitesis.1383,DİNİ TESİSLER,CAMİ,T. TAŞLA EBUBEKİR CAMİ,"{""type"":""Point"",""coordinates"":[29.075475118,40.223630989]}"
bursa_dinitesis.1384,DİNİ TESİSLER,CAMİ,ULUÇAM MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.003825594,40.057318237]}"
bursa_dinitesis.1385,DİNİ TESİSLER,CAMİ,VELEDİ SARAY CAMİ,"{""type"":""Point"",""coordinates"":[29.059052646,40.189257945]}"
bursa_dinitesis.1386,DİNİ TESİSLER,CAMİ,YERKAPI CAMİ,"{""type"":""Point"",""coordinates"":[29.056759522,40.183725152]}"
bursa_dinitesis.1387,DİNİ TESİSLER,CAMİ,YENİKÖY MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.459213858,40.318162319]}"
bursa_dinitesis.1388,DİNİ TESİSLER,CAMİ,AKŞEMSETTİN CAMİ,"{""type"":""Point"",""coordinates"":[29.11863831,40.18526086]}"
bursa_dinitesis.1389,DİNİ TESİSLER,CAMİ,ARABAYATAĞI MH.NUR CAMİ,"{""type"":""Point"",""coordinates"":[29.13105191,40.206458359]}"
bursa_dinitesis.1390,DİNİ TESİSLER,CAMİ,BARUTHANE CAMİ,"{""type"":""Point"",""coordinates"":[29.099314003,40.185194278]}"
bursa_dinitesis.1391,DİNİ TESİSLER,CAMİ,CUMALIKIZIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.172300864,40.17582329]}"
bursa_dinitesis.1392,DİNİ TESİSLER,CAMİ,DEĞİRMENLİKIZIK MH. YENİ CAMİ,"{""type"":""Point"",""coordinates"":[29.107117046,40.176673858]}"
bursa_dinitesis.1393,DİNİ TESİSLER,CAMİ,ERMANTAŞ CAMİ,"{""type"":""Point"",""coordinates"":[29.153361097,40.187156452]}"
bursa_dinitesis.1394,DİNİ TESİSLER,CAMİ,AYAZ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.573152537,40.204834628]}"
bursa_dinitesis.1395,DİNİ TESİSLER,CAMİ,ÇAMÖNÜ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.769278103,40.256621466]}"
bursa_dinitesis.1396,DİNİ TESİSLER,CAMİ,ETHEM PAŞA CAMİ,"{""type"":""Point"",""coordinates"":[29.653872005,40.258684301]}"
bursa_dinitesis.1397,DİNİ TESİSLER,CAMİ,İNCİRLİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.813459555,40.262665847]}"
bursa_dinitesis.1398,DİNİ TESİSLER,CAMİ,ORMANKADI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.450688275,40.150412192]}"
bursa_dinitesis.1399,DİNİ TESİSLER,CAMİ,ÖMERALTI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.766232355,39.984875085]}"
bursa_dinitesis.1400,DİNİ TESİSLER,CAMİ,SIRMA CAMİ,"{""type"":""Point"",""coordinates"":[28.404328598,40.042613753]}"
bursa_dinitesis.1401,DİNİ TESİSLER,CAMİ,SÖĞÜTALAN MH.AŞĞ.CAMİ,"{""type"":""Point"",""coordinates"":[28.570520444,40.061246661]}"
bursa_dinitesis.1402,DİNİ TESİSLER,CAMİ,ŞEYHMÜFTÜ CAMİ,"{""type"":""Point"",""coordinates"":[28.410718788,40.03619618]}"
bursa_dinitesis.1403,DİNİ TESİSLER,CAMİ,TIRNOVA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.495592784,39.891366364]}"
bursa_dinitesis.1404,DİNİ TESİSLER,CAMİ,YAMANLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.438152023,40.10161797]}"
bursa_dinitesis.1405,DİNİ TESİSLER,CAMİ,YENİKIZILELMA MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.636982665,39.921896283]}"
bursa_dinitesis.1406,DİNİ TESİSLER,CAMİ,İMAM HATİP LİSESİ TATBİKAT CAMİ,"{""type"":""Point"",""coordinates"":[28.395725703,40.033462955]}"
bursa_dinitesis.1407,DİNİ TESİSLER,CAMİ,BALAT MH. BARBAROS HAYRETTİN PAŞA CAMİ,"{""type"":""Point"",""coordinates"":[28.93370189,40.257803374]}"
bursa_dinitesis.1408,DİNİ TESİSLER,CAMİ,ÇALI ÇALIKHALİL CAMİ,"{""type"":""Point"",""coordinates"":[28.92145346,40.17314165]}"
bursa_dinitesis.1409,DİNİ TESİSLER,CAMİ,DEMİRCİ MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.93968254,40.17735353]}"
bursa_dinitesis.1410,DİNİ TESİSLER,CAMİ,ESENTEPE MH. YAVUZ SULTAN SELİM CAMİ,"{""type"":""Point"",""coordinates"":[28.985068687,40.228778766]}"
bursa_dinitesis.1411,DİNİ TESİSLER,CAMİ,GÖRÜKLE BÜYÜK BALIKLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.77446924,40.255289922]}"
bursa_dinitesis.1412,DİNİ TESİSLER,CAMİ,GÜNGÖREN MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.801148109,40.106928755]}"
bursa_dinitesis.1413,DİNİ TESİSLER,CAMİ,KADRİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.868343142,40.093796115]}"
bursa_dinitesis.1414,DİNİ TESİSLER,CAMİ,KURUÇEŞME MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.822720172,40.126275552]}"
bursa_dinitesis.1415,DİNİ TESİSLER,CAMİ,ÖZLÜCE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.910035874,40.23870009]}"
bursa_dinitesis.1416,DİNİ TESİSLER,CAMİ,YOLÇATI MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.869055198,40.258243181]}"
bursa_dinitesis.1417,DİNİ TESİSLER,CAMİ,ARGIN MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.93917941,39.843326695]}"
bursa_dinitesis.1418,DİNİ TESİSLER,CAMİ,ÇINARCIK MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.784964964,40.04337623]}"
bursa_dinitesis.1419,DİNİ TESİSLER,CAMİ,DERE MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.977656699,39.793379151]}"
bursa_dinitesis.1420,DİNİ TESİSLER,CAMİ,FADIL MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.12276837,39.812304516]}"
bursa_dinitesis.1421,DİNİ TESİSLER,CAMİ,GÖYNÜKBELEN MH.KARANDERE CAMİ,"{""type"":""Point"",""coordinates"":[29.067415652,40.046327816]}"
bursa_dinitesis.1422,DİNİ TESİSLER,CAMİ,KARAOĞLAN MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.526804818,40.099256144]}"
bursa_dinitesis.1423,DİNİ TESİSLER,CAMİ,NALINLAR MH.CAMİ,"{""type"":""Point"",""coordinates"":[28.896972644,40.024994985]}"
bursa_dinitesis.1424,DİNİ TESİSLER,CAMİ,ŞÜKRİYE MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.036658118,39.91426532]}"
bursa_dinitesis.1425,DİNİ TESİSLER,CAMİ,İLÇE MÜFTÜLÜĞÜ,"{""type"":""Point"",""coordinates"":[29.305703749,40.481470102]}"
bursa_dinitesis.1426,DİNİ TESİSLER,CAMİ,FINDIKLI MH.CAMİ,"{""type"":""Point"",""coordinates"":[29.27001596,40.491667791]}"
